Ticker_id,Date,Open,High,Low,Close,Volume
INDEXNASDAQ:OMXSPI,2019-10-24 16.00.00,"643,57","647,02","641,32","647,02",0
INDEXNASDAQ:OMXSPI,2019-10-25 16.00.00,"646,39","650,98","645,97","650,98",0
INDEXNASDAQ:OMXSPI,2019-10-28 16.00.00,"651,85","654,6","651,02","654,23",0
INDEXNASDAQ:OMXSPI,2019-10-29 16.00.00,"654,18","654,18","646,98","649,53",0
INDEXNASDAQ:OMXSPI,2019-10-30 16.00.00,"648,76","652,43","648,68","652,2",0
INDEXNASDAQ:OMXSPI,2019-10-31 16.00.00,"653,83","653,83","646,34","647,49",0
INDEXNASDAQ:OMXSPI,2019-11-01 16.00.00,"648,69","649,91","648,13","649,27",0
INDEXNASDAQ:OMXSPI,2019-11-04 16.00.00,"652,51","659,94","652,51","659,93",0
INDEXNASDAQ:OMXSPI,2019-11-05 16.00.00,"660,5","660,5","656,28","658,97",0
INDEXNASDAQ:OMXSPI,2019-11-06 16.00.00,"658,34","661,12","657,28","658,21",0
INDEXNASDAQ:OMXSPI,2019-11-07 16.00.00,"660,22","663,83","658,87","658,87",0
INDEXNASDAQ:OMXSPI,2019-11-08 16.00.00,"658,8","662,11","657,32","662,09",0
INDEXNASDAQ:OMXSPI,2019-11-11 16.00.00,"661,48","663,3","659,09","660,75",0
INDEXNASDAQ:OMXSPI,2019-11-12 16.00.00,"661,95","665,1","659,46","664,42",0
INDEXNASDAQ:OMXSPI,2019-11-13 16.00.00,"661,52","662,6","656,76","661,63",0
INDEXNASDAQ:OMXSPI,2019-11-14 16.00.00,"661,87","662,64","659,05","659,6",0
INDEXNASDAQ:OMXSPI,2019-11-15 16.00.00,"661,46","663,91","655,33","659,84",0
INDEXNASDAQ:OMXSPI,2019-11-18 16.00.00,"660,63","662,08","655,5","656,73",0
INDEXNASDAQ:OMXSPI,2019-11-19 16.00.00,"658,31","661,44","655,76","656,88",0
INDEXNASDAQ:OMXSPI,2019-11-20 16.00.00,"654,93","655,47","652,73","654,43",0
INDEXNASDAQ:OMXSPI,2019-11-21 16.00.00,"653,71","653,71","648,39","650,61",0
INDEXNASDAQ:OMXSPI,2019-11-22 16.00.00,"650,51","654,17","650,2","651,98",0
INDEXNASDAQ:OMXSPI,2019-11-25 16.00.00,"655,16","658,51","655,16","658,5",0
INDEXNASDAQ:OMXSPI,2019-11-26 16.00.00,"659,46","660,74","656,1","660,52",0
INDEXNASDAQ:OMXSPI,2019-11-27 16.00.00,"662,09","662,78","658,2","659,03",0
INDEXNASDAQ:OMXSPI,2019-11-29 13.00.00,"655,92","658,83","653,59","657,41",0
INDEXNASDAQ:OMXSPI,2019-12-02 16.00.00,"657,97","662,69","650,23","650,83",0
INDEXNASDAQ:OMXSPI,2019-12-03 16.00.00,"652,93","655,54","645,41","646,86",0
INDEXNASDAQ:OMXSPI,2019-12-04 16.00.00,"647,05","656,69","647,05","656,69",0
INDEXNASDAQ:OMXSPI,2019-12-05 16.00.00,"658,32","660,59","655,78","656,94",0
INDEXNASDAQ:OMXSPI,2019-12-06 16.00.00,"658,12","663,79","658,12","663,79",0
INDEXNASDAQ:OMXSPI,2019-12-09 16.00.00,"663,83","665,03","662,39","663,2",0
INDEXNASDAQ:OMXSPI,2019-12-10 16.00.00,"662,84","662,84","654,93","661,27",0
INDEXNASDAQ:OMXSPI,2019-12-11 16.00.00,"661,72","663,69","657,49","663,22",0
INDEXNASDAQ:OMXSPI,2019-12-12 16.00.00,"663,52","668,54","660,14","667,55",0
INDEXNASDAQ:OMXSPI,2019-12-13 16.00.00,"674,33","674,33","669,58","671,48",0
INDEXNASDAQ:OMXSPI,2019-12-16 16.00.00,"672,1","677,28","671,9","677,28",0
INDEXNASDAQ:OMXSPI,2019-12-17 16.00.00,"677,15","679,53","675,86","679,53",0
INDEXNASDAQ:OMXSPI,2019-12-18 16.00.00,"679,51","680,71","676,95","678,79",0
INDEXNASDAQ:OMXSPI,2019-12-19 16.00.00,"678,6","679,99","676,39","679,35",0
INDEXNASDAQ:OMXSPI,2019-12-20 16.00.00,"679,72","685,06","679,72","685,06",0
INDEXNASDAQ:OMXSPI,2019-12-23 16.00.00,"685,06","687,54","684,26","686,39",0
INDEXNASDAQ:OMXSPI,2019-12-27 16.00.00,"688,13","689,11","686,83","688,74",0
INDEXNASDAQ:OMXSPI,2019-12-30 16.00.00,"688,64","688,64","680,28","680,81",0
INDEXNASDAQ:OMXSPI,2020-01-02 16.00.00,"682,86","693,83","682,86","693,56",0
INDEXNASDAQ:OMXSPI,2020-01-03 16.00.00,"689,38","689,38","684,22","686,6",0
INDEXNASDAQ:OMXSPI,2020-01-07 16.00.00,"686,8","692,03","686,5","689,23",0
INDEXNASDAQ:OMXSPI,2020-01-08 16.00.00,"683,91","689,18","681,66","688,86",0
INDEXNASDAQ:OMXSPI,2020-01-09 16.00.00,"693,7","693,7","690,3","691,76",0
INDEXNASDAQ:OMXSPI,2020-01-10 16.00.00,"693,12","693,28","689,69","689,72",0
INDEXNASDAQ:OMXSPI,2020-01-13 16.00.00,"691,07","694,2","689,7",692,0
INDEXNASDAQ:OMXSPI,2020-01-14 16.00.00,"692,31","693,05","685,38","692,19",0
INDEXNASDAQ:OMXSPI,2020-01-15 16.00.00,"692,18","692,44","688,07","690,37",0
INDEXNASDAQ:OMXSPI,2020-01-16 16.00.00,"690,5","699,67","690,5","699,67",0
INDEXNASDAQ:OMXSPI,2020-01-17 16.00.00,"701,84","706,73","701,84","704,96",0
INDEXNASDAQ:OMXSPI,2020-01-21 16.00.00,"702,13","704,77","697,28","704,42",0
INDEXNASDAQ:OMXSPI,2020-01-22 16.00.00,"705,34",707,"700,9","701,05",0
INDEXNASDAQ:OMXSPI,2020-01-23 16.00.00,"699,51","699,51","692,06","693,2",0
INDEXNASDAQ:OMXSPI,2020-01-24 16.00.00,"698,05","703,41","696,47","700,45",0
INDEXNASDAQ:OMXSPI,2020-01-27 16.00.00,"692,6","693,05","684,22","685,48",0
INDEXNASDAQ:OMXSPI,2020-01-28 16.00.00,"686,41","691,82","682,02","690,29",0
INDEXNASDAQ:OMXSPI,2020-01-29 16.00.00,"692,75","694,97","690,51","693,57",0
INDEXNASDAQ:OMXSPI,2020-01-30 16.00.00,"690,87","696,96","688,21","690,67",0
INDEXNASDAQ:OMXSPI,2020-01-31 16.00.00,"692,66","696,08","687,7","689,06",0
INDEXNASDAQ:OMXSPI,2020-02-03 16.00.00,"689,62","690,52","684,72","688,72",0
INDEXNASDAQ:OMXSPI,2020-02-04 16.00.00,"691,81","703,46","691,81","703,46",0
INDEXNASDAQ:OMXSPI,2020-02-05 16.00.00,"703,4","714,26","702,5","712,27",0
INDEXNASDAQ:OMXSPI,2020-02-06 16.00.00,"714,21","717,26","708,75","711,14",0
INDEXNASDAQ:OMXSPI,2020-02-07 16.00.00,"710,86","711,59","706,71","708,6",0
INDEXNASDAQ:OMXSPI,2020-02-10 16.00.00,"708,84","712,17",707,"711,51",0
INDEXNASDAQ:OMXSPI,2020-02-11 16.00.00,"716,06","722,25","715,98","721,81",0
INDEXNASDAQ:OMXSPI,2020-02-12 16.00.00,"721,95","725,85","720,98","724,66",0
INDEXNASDAQ:OMXSPI,2020-02-13 16.00.00,"722,81","725,35","718,41","725,35",0
INDEXNASDAQ:OMXSPI,2020-02-14 16.00.00,"726,1","729,01","725,89","727,74",0
INDEXNASDAQ:OMXSPI,2020-02-18 16.00.00,"725,89","729,79","722,81","724,08",0
INDEXNASDAQ:OMXSPI,2020-02-19 16.00.00,"726,16","732,77","726,16","732,67",0
INDEXNASDAQ:OMXSPI,2020-02-20 16.00.00,"733,37","735,16","731,57","732,16",0
INDEXNASDAQ:OMXSPI,2020-02-21 16.00.00,"728,14","731,06","723,27","725,62",0
INDEXNASDAQ:OMXSPI,2020-02-24 16.00.00,"716,73","716,73","692,48","694,81",0
INDEXNASDAQ:OMXSPI,2020-02-25 16.00.00,"695,64","700,47","682,6","683,27",0
INDEXNASDAQ:OMXSPI,2020-02-26 16.00.00,"677,01","688,6","657,35","687,01",0
INDEXNASDAQ:OMXSPI,2020-02-27 16.00.00,"674,64","675,56","650,78","661,57",0
INDEXNASDAQ:OMXSPI,2020-02-28 16.00.00,"636,13","648,51","633,41","640,58",0
INDEXNASDAQ:OMXSPI,2020-03-02 16.00.00,"654,18","658,7","631,96","643,62",0
INDEXNASDAQ:OMXSPI,2020-03-03 16.00.00,"656,11","665,36","652,01","653,85",0
INDEXNASDAQ:OMXSPI,2020-03-04 16.00.00,"656,63","664,73","651,23","657,52",0
INDEXNASDAQ:OMXSPI,2020-03-05 16.00.00,"665,1","665,89","644,55","650,47",0
INDEXNASDAQ:OMXSPI,2020-03-06 16.00.00,"637,57","639,31","624,45","629,23",0
INDEXNASDAQ:OMXSPI,2020-03-09 16.00.00,"586,03","606,28","585,89","594,75",0
INDEXNASDAQ:OMXSPI,2020-03-10 16.00.00,"600,76","617,39","586,07","589,7",0
INDEXNASDAQ:OMXSPI,2020-03-11 16.00.00,"596,64","599,28","576,34","577,91",0
INDEXNASDAQ:OMXSPI,2020-03-12 16.00.00,"544,67","550,61","510,59","513,56",0
INDEXNASDAQ:OMXSPI,2020-03-13 16.00.00,"524,48","555,51","509,22","521,32",0
INDEXNASDAQ:OMXSPI,2020-03-16 16.00.00,"493,7","505,56","473,2","496,69",0
INDEXNASDAQ:OMXSPI,2020-03-17 16.00.00,"512,72","515,16","480,1","505,7",0
INDEXNASDAQ:OMXSPI,2020-03-18 16.00.00,"491,64","500,94","481,74","489,07",0
INDEXNASDAQ:OMXSPI,2020-03-19 16.00.00,"491,44","505,54","486,94","505,54",0
